year,state,occ_code,occ_title,tot_emp,h_mean,a_mean
2021,Mississippi,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",450.0,26.94,56040.0
2011,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,21.99,45730.0
2012,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",250.0,21.93,45620.0
2013,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",280.0,21.02,43710.0
2014,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",330.0,20.52,42680.0
2015,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",350.0,21.63,44980.0
2016,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",380.0,22.34,46480.0
2017,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",380.0,23.37,48610.0
2018,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",290.0,23.69,49280.0
2019,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",270.0,24.69,51360.0
2020,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,23.31,48480.0
2021,Missouri,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",400.0,25.95,53980.0
2011,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",130.0,21.57,44870.0
2012,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",130.0,21.54,44800.0
2013,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,19.76,41100.0
2014,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",130.0,18.58,38650.0
2015,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",110.0,17.78,36970.0
2016,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,17.33,36040.0
2017,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,18.69,38880.0
2018,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,20.18,41980.0
2019,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,27.07,56300.0
2020,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",190.0,27.27,56730.0
2021,Montana,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,27.43,57050.0
2011,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,20.72,43090.0
2012,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,21.22,44130.0
2013,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",190.0,21.4,44510.0
2014,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",190.0,23.39,48660.0
2015,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,24.23,50390.0
2016,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,24.85,51680.0
2017,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",110.0,26.68,55490.0
2018,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,29.01,60330.0
2019,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,27.48,57150.0
2020,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,26.09,54280.0
2021,Nebraska,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",140.0,27.2,56570.0
2011,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",120.0,26.18,54450.0
2012,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",110.0,22.8,47420.0
2013,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,22.32,46430.0
2014,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,22.85,47530.0
2015,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,22.28,46340.0
2016,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,23.46,48800.0
2017,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",110.0,23.93,49770.0
2018,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",130.0,22.12,46010.0
2019,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,24.62,51200.0
2020,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,26.02,54130.0
2021,Nevada,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,25.13,52280.0
2011,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",30.0,23.33,48520.0
2012,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,24.79,51560.0
2013,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,24.76,51500.0
2014,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,25.97,54010.0
2015,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,24.78,51550.0
2016,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,25.44,52920.0
2017,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",30.0,25.68,53410.0
2018,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,22.32,46430.0
2019,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,21.71,45150.0
2020,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60.0,24.82,51620.0
2021,New Hampshire,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,24.9,51780.0
2011,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,24.45,50850.0
2012,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,25.32,52680.0
2013,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",190.0,23.03,47910.0
2014,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,24.03,49990.0
2015,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,21.24,44180.0
2016,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,21.37,44450.0
2017,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",350.0,21.23,44150.0
2018,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",230.0,22.18,46140.0
2019,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,26.23,54570.0
2020,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,30.36,63150.0
2021,New Jersey,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",190.0,25.78,53610.0
2011,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,20.22,42070.0
2012,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",130.0,17.06,35480.0
2013,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,17.09,35540.0
2014,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,17.89,37210.0
2015,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,19.54,40630.0
2016,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,17.69,36800.0
2017,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,20.71,43070.0
2018,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",250.0,19.49,40540.0
2019,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,20.04,41670.0
2020,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,18.22,37900.0
2021,New Mexico,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",260.0,21.13,43950.0
2011,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",270.0,24.8,51580.0
2012,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",290.0,25.8,53660.0
2013,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,25.64,53330.0
2014,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,25.14,52290.0
2015,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,27.53,57270.0
2016,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,27.7,57620.0
2017,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,28.82,59940.0
2018,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",300.0,27.28,56750.0
2019,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",260.0,30.05,62510.0
2020,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,31.98,66530.0
2021,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",290.0,29.99,62380.0
2011,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",660.0,23.46,48800.0
2012,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",700.0,23.91,49730.0
2013,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",440.0,25.41,52850.0
2014,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",470.0,24.99,51980.0
2015,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",500.0,25.73,53510.0
2016,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",600.0,28.1,58450.0
2017,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",490.0,30.9,64270.0
2018,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",620.0,29.09,60510.0
2019,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",550.0,28.48,59240.0
2020,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",510.0,29.78,61940.0
2021,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",610.0,26.6,55340.0
2011,North Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,21.11,43900.0
2012,North Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",110.0,22.47,46740.0
2013,North Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,24.76,51510.0
2014,North Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,25.38,52790.0
2015,North Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60.0,25.04,52090.0
2016,North Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60.0,25.4,52830.0
2011,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,21.9,45540.0
2012,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,23.26,48390.0
2013,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",140.0,24.68,51330.0
2014,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,26.01,54110.0
2015,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,25.27,52560.0
2016,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,25.33,52690.0
2017,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,23.15,48150.0
2018,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",290.0,26.74,55620.0
2019,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",360.0,27.08,56330.0
2020,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",400.0,27.83,57880.0
2021,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",260.0,27.74,57710.0
2011,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",300.0,22.21,46200.0
2012,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,21.04,43770.0
2013,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",230.0,23.77,49450.0
2014,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,24.37,50690.0
2015,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,27.77,57750.0
2016,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",150.0,28.55,59380.0
2017,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,25.85,53780.0
2018,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",250.0,26.21,54510.0
2019,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,25.59,53220.0
2020,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",250.0,29.69,61760.0
2021,Oklahoma,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,29.68,61730.0
2011,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",580.0,24.21,50360.0
2012,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",480.0,24.84,51670.0
2013,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",460.0,25.04,52090.0
2014,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",570.0,26.58,55280.0
2015,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",570.0,26.95,56050.0
2016,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",590.0,25.5,53040.0
2017,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",680.0,24.49,50940.0
2018,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",800.0,23.85,49610.0
2019,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",860.0,24.6,51170.0
2020,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",840.0,25.92,53910.0
2021,Oregon,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1100.0,25.2,52420.0
2011,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",410.0,24.58,51130.0
2012,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",420.0,24.02,49950.0
2013,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",350.0,25.12,52240.0
2014,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",440.0,24.24,50420.0
2015,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",390.0,25.48,52990.0
2016,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",440.0,24.83,51640.0
2017,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",410.0,26.49,55110.0
2018,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",460.0,26.04,54160.0
2019,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",470.0,27.67,57550.0
2020,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",510.0,28.69,59670.0
2021,Pennsylvania,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",540.0,28.09,58430.0
2011,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",390.0,21.31,44320.0
2012,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",400.0,22.1,45970.0
2013,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",450.0,23.31,48490.0
2014,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",390.0,25.99,54060.0
2015,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",450.0,25.84,53750.0
2016,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",400.0,27.24,56670.0
2017,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",390.0,27.08,56340.0
2018,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",470.0,28.02,58270.0
2019,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",450.0,28.48,59240.0
2020,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",430.0,28.17,58590.0
2021,South Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",320.0,26.93,56010.0
2011,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",80.0,19.63,40820.0
2012,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,20.2,42020.0
2013,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,22.09,45950.0
2017,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,20.14,41880.0
2018,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,22.13,46030.0
2019,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60.0,23.36,48590.0
2020,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,27.61,57420.0
2021,South Dakota,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,29.08,60480.0
2011,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,19.99,41580.0
2012,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",180.0,22.22,46210.0
2013,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,25.88,53820.0
2014,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",140.0,25.79,53640.0
2015,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",140.0,23.93,49770.0
2016,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",170.0,20.61,42870.0
2017,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,20.14,41890.0
2018,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,21.85,45460.0
2019,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",280.0,23.07,47990.0
2020,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",320.0,23.32,48500.0
2021,Tennessee,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",280.0,28.6,59490.0
2011,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",780.0,18.49,38450.0
2012,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",800.0,19.16,39860.0
2013,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",890.0,20.42,42470.0
2014,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1060.0,21.32,44340.0
2015,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1100.0,23.77,49450.0
2016,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1160.0,24.33,50610.0
2017,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1170.0,27.0,56170.0
2018,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1280.0,25.08,52170.0
2019,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1200.0,24.66,51290.0
2020,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1010.0,24.1,50140.0
2021,Texas,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1210.0,24.95,51890.0
2011,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,22.94,47710.0
2012,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",80.0,21.76,45270.0
2013,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,20.85,43380.0
2014,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,20.01,41610.0
2015,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60.0,21.76,45260.0
2016,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,22.51,46820.0
2017,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",80.0,22.98,47810.0
2018,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,22.17,46110.0
2021,Utah,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,26.54,55190.0
2011,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,21.53,44780.0
2012,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60.0,19.58,40730.0
2013,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,20.67,42990.0
2014,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,21.94,45640.0
2015,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,22.0,45760.0
2016,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,21.17,44030.0
2017,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,23.81,49520.0
2018,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",120.0,22.96,47750.0
2019,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,24.83,51640.0
2020,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,20.96,43590.0
2021,Vermont,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,22.63,47060.0
2011,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",610.0,23.44,48760.0
2012,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",620.0,23.26,48380.0
2013,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",550.0,23.42,48710.0
2014,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",470.0,24.91,51800.0
2015,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",610.0,27.13,56430.0
2016,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",700.0,26.03,54150.0
2017,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",700.0,25.93,53940.0
2018,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",680.0,26.05,54190.0
2019,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",580.0,25.97,54020.0
2020,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",550.0,26.51,55150.0
2021,Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",600.0,24.74,51470.0
2011,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",800.0,23.91,49730.0
2012,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",810.0,24.63,51230.0
2013,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",850.0,23.34,48550.0
2014,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",750.0,25.31,52650.0
2015,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",800.0,26.75,55650.0
2016,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",770.0,27.55,57310.0
2017,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",900.0,25.34,52700.0
2018,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1010.0,25.94,53950.0
2019,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1140.0,25.79,53640.0
2020,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1240.0,27.73,57680.0
2021,Washington,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1160.0,26.53,55170.0
2011,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",30.0,18.29,38040.0
2012,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,17.31,36000.0
2013,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",30.0,17.61,36640.0
2014,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,18.44,38360.0
2015,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40.0,25.09,52190.0
2016,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",80.0,23.39,48650.0
2017,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",80.0,24.66,51300.0
2018,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",70.0,21.88,45520.0
2019,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",110.0,20.6,42840.0
2020,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",140.0,19.74,41070.0
2021,West Virginia,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160.0,21.92,45600.0
2011,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",380.0,22.51,46820.0
2012,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",200.0,25.49,53020.0
2013,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",190.0,23.61,49100.0
2014,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,24.2,50330.0
2015,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",290.0,23.99,49890.0
2016,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",280.0,24.88,51750.0
2017,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220.0,25.2,52410.0
